employee_id,review_date,score,rating,notes
E-2915,2025-11-07,C,优秀,表现稳定
E-3467,2026-04-14,4.5,需改进,表现稳定
E-1448,2026-06-10,3,需改进,沟通待加强
E-1363,11/10/2025,4.5,合格,需培训
E-2958,10-10-2025,2.5,良好,表现稳定
E-2417,24-11-2024,B,优秀,晋升候选
E-3429,05/05/2025,A,合格,表现稳定
E-2964,07-06-2026,C,需改进,需培训
E-1112,18-06-2025,4,优秀,表现稳定
E-2597,03/15/2025,3.5,需改进,业绩突出
E-2627,2026-05-16,A,优秀,业绩突出
E-2640,03/19/2024,A,需改进,晋升候选
E-2453,03/18/2024,C,合格,表现稳定
E-1712,2025-02-13,3.5,需改进,晋升候选
E-2627,11-07-2025,C,优秀,晋升候选
E-2643,2024-08-20,3,合格,需培训
E-3052,13-10-2024,3.5,需改进,表现稳定
E-1310,2026-08-18,B,需改进,需培训
E-3571,2024-09-01,3,合格,表现稳定
E-1715,12/07/2026,3.5,合格,晋升候选
E-1405,2026-10-13,3.5,优秀,表现稳定
E-2792,2026-09-10,C,优秀,表现稳定
E-3371,2025-02-27,A,良好,表现稳定
E-2444,2024-01-03,2.5,优秀,沟通待加强
E-3348,2024-02-16,2.5,优秀,业绩突出
E-2730,2025-07-15,4.5,优秀,沟通待加强
E-3283,05/13/2024,B,优秀,表现稳定
E-2554,01/02/2024,B,需改进,需培训
E-1666,09-08-2025,C,良好,表现稳定
E-2543,02/04/2024,4,优秀,沟通待加强
E-1864,26-03-2024,4.5,优秀,表现稳定
E-1328,08/13/2026,3.5,需改进,表现稳定
E-3378,18-12-2025,3,需改进,晋升候选
E-2657,04/22/2026,3,合格,表现稳定
E-3540,10/09/2024,3,需改进,表现稳定
E-2527,2025-03-03,4,良好,表现稳定
E-1824,2024-06-06,4.5,需改进,沟通待加强
E-2023,2026-12-22,A,合格,表现稳定
E-3140,2024-10-12,4.5,优秀,业绩突出
E-3093,2025-05-24,A,良好,业绩突出
E-1969,2025-09-04,4.5,合格,表现稳定
E-3389,10/23/2026,B,需改进,需培训
E-3019,12/25/2024,3,良好,晋升候选
E-1337,03-05-2026,3.5,良好,表现稳定
E-2064,06-05-2026,4.5,需改进,沟通待加强
E-3559,2025-01-24,A,良好,需培训
E-2846,09/09/2026,4,合格,沟通待加强
E-2518,10/07/2024,3.5,合格,表现稳定
E-2190,09-10-2025,2.5,需改进,表现稳定
E-2312,2025-08-28,3.5,需改进,表现稳定
E-1092,12/11/2026,C,合格,沟通待加强
E-2097,2025-02-25,3,优秀,表现稳定
E-1311,01/08/2026,A,合格,表现稳定
E-3304,05/16/2026,C,合格,表现稳定
E-2977,01/20/2024,C,需改进,表现稳定
E-3246,24-09-2024,B,合格,表现稳定
E-1927,2025-10-28,2.5,优秀,表现稳定
E-2724,2026-10-19,4.5,良好,沟通待加强
E-2474,06/18/2024,4,良好,沟通待加强
E-3130,2025-10-10,3,需改进,表现稳定
E-1780,27-06-2024,A,优秀,晋升候选
E-2034,2024-10-04,4.5,良好,表现稳定
E-1505,2026-12-24,4,合格,表现稳定
E-3546,2025-07-23,C,需改进,表现稳定
E-1685,2024-03-06,2.5,需改进,业绩突出
E-2989,2026-08-26,3,良好,晋升候选
E-2165,19-05-2024,A,优秀,表现稳定
E-3206,2025-04-01,A,优秀,需培训
E-2475,2025-08-10,2.5,良好,晋升候选
E-2407,2026-03-09,C,良好,表现稳定
E-2768,2025-05-07,B,需改进,需培训
E-1850,2025-10-02,3.5,需改进,表现稳定
E-1664,2026-12-12,4.5,良好,沟通待加强
E-2264,2024-02-26,A,合格,表现稳定
E-1427,09/18/2025,A,合格,表现稳定
E-2371,2024-09-02,3,良好,表现稳定
E-1001,2025-06-11,4,合格,沟通待加强
E-2893,04/14/2025,3,优秀,表现稳定
E-1087,09/11/2024,3.5,合格,沟通待加强
E-2794,14-10-2026,2.5,优秀,需培训
E-1782,08/16/2026,2.5,优秀,业绩突出
E-3124,10/07/2026,3,良好,沟通待加强
E-2432,2024-03-14,3.5,优秀,表现稳定
E-1173,2026-01-12,3.5,需改进,晋升候选
E-1858,2024-12-23,3,合格,业绩突出
E-1125,2026-11-14,4.5,良好,表现稳定
E-1095,04/23/2025,4,良好,需培训
E-1385,11-01-2026,4,优秀,表现稳定
E-1151,2024-04-18,B,需改进,表现稳定
E-1039,2026-11-15,4,合格,表现稳定
E-2554,01/18/2026,3.5,优秀,表现稳定
E-2450,2025-04-28,3,优秀,表现稳定
E-1124,24-04-2024,C,需改进,沟通待加强
E-3495,2026-07-12,3,优秀,沟通待加强
E-1625,2025-08-06,3,需改进,表现稳定
E-1534,10/08/2026,A,优秀,需培训
E-3599,2025-10-04,C,良好,表现稳定
E-1020,23-04-2024,B,需改进,表现稳定
E-2235,2026-03-01,2.5,良好,晋升候选
E-2482,06-12-2025,4,需改进,表现稳定
E-1640,02/14/2024,4,需改进,表现稳定
E-2700,20-07-2024,A,合格,业绩突出
E-1078,2024-02-22,A,优秀,表现稳定
E-1408,2026-05-26,A,良好,晋升候选
E-3047,01-12-2025,C,合格,表现稳定
E-3321,2026-02-14,3.5,需改进,表现稳定
E-2308,06/27/2025,2.5,合格,晋升候选
E-3188,14-12-2024,4.5,良好,表现稳定
E-1228,2026-08-25,4,优秀,表现稳定
E-3156,19-09-2025,C,优秀,表现稳定
E-1805,23-03-2025,3.5,良好,表现稳定
E-3447,14-05-2025,4.5,优秀,表现稳定
E-2209,2026-05-09,B,合格,需培训
E-1467,09/15/2024,3.5,合格,表现稳定
E-2572,10/12/2026,3,优秀,表现稳定
E-2974,01-08-2026,2.5,良好,晋升候选
E-1734,10/07/2026,2.5,良好,表现稳定
E-1421,2025-04-07,2.5,优秀,表现稳定
E-2657,06/22/2026,A,合格,需培训
E-1471,09/26/2025,C,优秀,表现稳定
E-1104,2024-05-18,3,合格,表现稳定
E-1686,03/09/2024,B,良好,表现稳定
E-3541,2024-07-07,4.5,良好,需培训
E-1148,2024-04-02,B,良好,表现稳定
E-1713,06/01/2026,4.5,合格,晋升候选
E-3352,08-02-2026,4.5,优秀,表现稳定
E-3471,05-06-2024,3.5,优秀,晋升候选
E-1833,19-11-2024,A,优秀,表现稳定
E-3039,06/16/2025,4,良好,需培训
E-3214,2026-02-14,3,良好,表现稳定
E-2441,2024-08-15,3,需改进,表现稳定
E-1760,21-05-2024,A,合格,表现稳定
E-2401,09-03-2024,B,良好,业绩突出
E-3027,2024-01-07,B,需改进,表现稳定
E-1152,2026-06-08,4.5,优秀,表现稳定
E-2901,09-08-2025,3,良好,表现稳定
E-2103,04/14/2024,C,合格,沟通待加强
E-2311,05/27/2024,A,优秀,需培训
E-2144,2024-09-16,C,优秀,表现稳定
E-1084,2025-08-19,4,合格,沟通待加强
E-2095,04/03/2024,C,需改进,表现稳定
E-2972,15-06-2024,3,需改进,表现稳定
E-2208,2026-03-18,B,良好,表现稳定
E-2017,12/18/2024,3.5,合格,表现稳定
E-1306,25-08-2024,4.5,优秀,晋升候选
E-3073,2025-06-11,A,优秀,沟通待加强
E-2491,02/22/2024,4,需改进,沟通待加强
E-2109,08/06/2025,B,需改进,表现稳定
E-2571,02/08/2026,B,需改进,表现稳定
E-1265,2026-08-02,4,良好,沟通待加强
E-2347,19-01-2024,B,优秀,表现稳定
E-2726,17-07-2026,4,良好,需培训
E-2938,2024-03-09,4.5,良好,表现稳定
E-1672,11-06-2024,3.5,优秀,表现稳定
E-2054,2026-05-06,4.5,良好,表现稳定
E-3427,24-09-2024,C,需改进,需培训
E-3385,09/25/2025,B,良好,晋升候选
E-2501,12/17/2024,4,合格,表现稳定
E-3180,2026-08-28,3,合格,需培训
E-1292,2026-03-18,4.5,优秀,表现稳定
E-2794,2026-05-23,3.5,合格,表现稳定
E-1006,01/28/2025,B,合格,表现稳定
E-2296,2025-05-07,2.5,需改进,需培训
E-1889,01/12/2025,4,优秀,表现稳定
E-2621,04-12-2024,4,优秀,表现稳定
E-3054,2025-12-06,2.5,合格,沟通待加强
E-1023,2026-08-28,4.5,合格,沟通待加强
E-1284,2024-05-07,C,良好,表现稳定
E-1445,03/24/2025,4.5,良好,需培训
E-3489,04-01-2025,3.5,需改进,表现稳定
E-2777,12-03-2026,C,合格,沟通待加强
E-1173,2024-06-21,A,优秀,业绩突出
E-2259,2025-11-13,B,合格,表现稳定
E-2663,2024-06-27,4.5,良好,沟通待加强
E-1015,08/19/2026,B,良好,晋升候选
E-3341,02/23/2026,A,合格,业绩突出
E-2823,2024-04-09,3.5,优秀,晋升候选
E-3109,11/12/2026,4.5,合格,需培训
E-1503,05-11-2025,B,优秀,表现稳定
E-2305,11/25/2026,B,优秀,表现稳定
E-2045,04/11/2025,4.5,良好,表现稳定
E-3139,2026-02-19,2.5,良好,表现稳定
E-1394,07/06/2025,A,需改进,表现稳定
E-3304,2026-09-06,4.5,合格,表现稳定
E-3339,07/09/2025,2.5,需改进,表现稳定
E-2007,11-09-2025,A,合格,沟通待加强
E-2632,2026-06-21,3.5,良好,需培训
E-3153,2024-06-11,3.5,良好,沟通待加强
E-1433,2026-12-01,2.5,合格,表现稳定
E-1495,16-10-2024,2.5,优秀,业绩突出
E-1101,09-07-2026,3.5,优秀,表现稳定
E-3572,08/15/2024,3,良好,表现稳定
E-3353,2025-01-17,B,良好,表现稳定
E-2496,2025-10-07,2.5,需改进,表现稳定
E-1196,2026-11-17,3.5,需改进,表现稳定
E-1566,2025-02-21,3,良好,表现稳定
E-2998,2024-06-01,B,优秀,表现稳定
E-2000,2025-08-07,3.5,良好,表现稳定
E-3320,11/21/2025,4.5,优秀,表现稳定
E-1383,11/12/2026,C,合格,表现稳定
E-3106,2026-01-23,3.5,优秀,表现稳定
E-2927,05/27/2025,B,良好,表现稳定
E-1624,2026-06-26,A,优秀,沟通待加强
E-2163,02/02/2026,B,合格,表现稳定
E-2148,11/01/2026,3.5,合格,表现稳定
E-1130,04/13/2026,3,需改进,表现稳定
E-2187,26-06-2025,3,合格,表现稳定
E-3272,02/13/2026,3,良好,晋升候选
E-1516,2024-12-24,B,需改进,晋升候选
E-3593,01/01/2024,4,良好,需培训
E-3148,2026-09-10,4,需改进,表现稳定
E-1683,2024-04-20,C,需改进,需培训
E-3123,2026-03-22,A,需改进,表现稳定
E-2941,2025-10-19,B,需改进,表现稳定
E-2540,05/06/2025,A,合格,沟通待加强
E-1829,19-10-2026,C,需改进,表现稳定
E-3160,2026-06-17,4,良好,表现稳定
E-1469,2024-01-22,B,良好,表现稳定
E-3397,08/01/2026,2.5,合格,表现稳定
E-3211,18-02-2024,4.5,良好,表现稳定
E-2604,02-07-2024,2.5,合格,表现稳定
E-2993,02/12/2025,3.5,良好,需培训
E-1019,06/26/2026,B,良好,表现稳定
E-1838,2026-07-09,2.5,良好,需培训
E-2769,2025-11-19,3.5,合格,表现稳定
E-1996,18-09-2026,C,需改进,表现稳定
E-1295,12-09-2025,A,优秀,表现稳定
E-1791,2026-03-22,A,合格,晋升候选
E-3442,2024-04-03,A,合格,业绩突出
E-1149,2024-12-10,2.5,需改进,表现稳定
E-2559,2025-03-01,3.5,合格,表现稳定
E-1015,10/07/2024,3,合格,需培训
E-2824,2025-06-20,4,需改进,表现稳定
E-3215,2025-05-02,C,需改进,表现稳定
E-2053,2024-06-02,4,优秀,需培训
E-1714,15-01-2025,3.5,合格,晋升候选
E-2175,2025-09-28,A,合格,表现稳定
E-3075,2025-10-11,C,需改进,晋升候选
E-2157,2025-01-17,4,需改进,晋升候选
E-2065,2026-07-03,4.5,优秀,业绩突出
E-2989,01/18/2025,4.5,需改进,沟通待加强
E-3258,01/14/2024,A,需改进,需培训
E-2944,2025-06-21,4,优秀,表现稳定
E-3088,2026-08-06,C,良好,沟通待加强
E-1739,2024-12-05,2.5,需改进,需培训
E-1354,2025-06-22,4.5,合格,沟通待加强
E-2769,10/19/2025,C,良好,沟通待加强
E-3557,01/07/2024,4,合格,沟通待加强
E-2955,11/27/2024,3.5,需改进,表现稳定
E-1867,06/20/2025,B,需改进,表现稳定
E-1813,01/22/2026,3.5,良好,需培训
E-2728,2026-12-12,4,优秀,表现稳定
E-2612,2024-11-10,4,合格,表现稳定
E-1968,2025-10-05,3,合格,沟通待加强
E-1605,24-07-2024,3,优秀,表现稳定
E-2493,2026-06-13,3.5,合格,晋升候选
E-2993,22-10-2024,4,优秀,表现稳定
E-2175,2026-10-24,4,合格,表现稳定
E-2606,2026-03-21,3,良好,沟通待加强
E-3338,2024-01-16,C,需改进,晋升候选
E-2577,13-05-2025,3.5,需改进,表现稳定
E-2327,2024-09-04,2.5,优秀,表现稳定
E-2883,09-10-2025,A,良好,表现稳定
E-2363,2026-02-07,3,需改进,表现稳定
E-2738,2026-01-10,C,合格,表现稳定
E-3098,2026-05-18,4,合格,晋升候选
E-3411,07-09-2024,3.5,良好,沟通待加强
E-3516,2024-08-13,3,需改进,表现稳定
E-1758,2026-06-13,4.5,需改进,业绩突出
E-1715,15-05-2026,2.5,合格,沟通待加强
E-2802,03-11-2025,3.5,优秀,需培训
E-3329,10/25/2024,3.5,需改进,业绩突出
E-1427,2026-03-12,B,需改进,晋升候选
E-3031,2025-02-21,2.5,优秀,表现稳定
E-2375,2024-07-06,B,需改进,表现稳定
E-1883,2026-11-12,B,良好,表现稳定
E-2347,17-11-2024,4.5,需改进,表现稳定
E-1048,23-02-2026,3,需改进,需培训
E-2415,2025-10-22,3,合格,需培训
E-1958,01-12-2024,C,合格,沟通待加强
E-2914,2024-09-16,2.5,合格,沟通待加强
E-3079,11-09-2025,2.5,需改进,表现稳定
E-3447,2026-02-21,2.5,优秀,表现稳定
E-1434,04/07/2026,3.5,优秀,需培训
E-1252,2026-03-22,C,需改进,表现稳定
E-2294,02/25/2026,3,合格,晋升候选
E-2052,25-09-2026,2.5,优秀,晋升候选
E-2704,03/08/2024,4,良好,业绩突出
E-1855,2026-05-27,A,优秀,需培训
E-3486,2026-04-23,A,合格,表现稳定
E-2441,2025-12-13,2.5,合格,沟通待加强
E-1582,06/25/2024,4.5,合格,沟通待加强
E-3051,01/18/2025,A,需改进,沟通待加强
E-3219,02/23/2024,C,需改进,沟通待加强
E-1223,2025-07-18,4,优秀,业绩突出
E-2750,06/07/2024,4,需改进,表现稳定
E-1836,03/24/2025,4,合格,表现稳定
E-1678,03-04-2024,4.5,优秀,晋升候选
E-1206,12/01/2024,C,良好,表现稳定
E-3543,07-04-2026,4.5,合格,表现稳定
E-2881,2025-01-01,3.5,优秀,需培训
E-1690,2025-01-27,C,良好,表现稳定
E-1235,2026-02-13,C,合格,表现稳定
E-1105,04/18/2024,B,良好,需培训
E-2280,2024-01-28,3,合格,表现稳定
E-2226,11/26/2026,4.5,合格,业绩突出
E-3034,05-05-2024,4,合格,业绩突出
E-3592,2026-03-12,3,优秀,沟通待加强
E-2941,27-05-2026,A,良好,表现稳定
E-3272,2024-07-11,A,需改进,需培训
E-1498,2026-07-07,4.5,良好,需培训
E-1941,15-11-2026,3,需改进,表现稳定
E-1199,2026-07-17,B,需改进,晋升候选
E-1391,01/23/2024,3,合格,沟通待加强
E-1566,2025-03-14,2.5,良好,表现稳定
E-2547,2026-10-28,A,良好,表现稳定
E-1652,05/24/2024,3.5,良好,业绩突出
E-1099,11/26/2025,2.5,需改进,沟通待加强
E-2139,2026-07-02,3.5,良好,表现稳定
E-1742,2024-12-24,B,需改进,晋升候选
E-1731,2026-07-02,4,合格,表现稳定
E-2289,04-12-2026,3.5,优秀,表现稳定
E-1969,2026-11-15,B,良好,需培训
E-1923,2026-03-18,4,需改进,表现稳定
E-2818,12/19/2026,A,需改进,晋升候选
E-2096,2025-07-22,3.5,良好,业绩突出
E-2409,2025-10-26,4,需改进,晋升候选
E-1696,2024-04-24,4.5,优秀,晋升候选
E-1630,2026-01-27,B,良好,业绩突出
E-2552,2025-09-04,B,需改进,表现稳定
E-2672,06/04/2026,C,合格,沟通待加强
E-2178,05/28/2024,2.5,合格,晋升候选
E-1543,07/11/2026,2.5,合格,需培训
E-3224,08/14/2026,A,合格,表现稳定
E-2414,11/17/2026,4,良好,沟通待加强
E-2208,05/19/2026,3,良好,需培训
E-2541,08/08/2025,4.5,需改进,表现稳定
E-2534,06/19/2026,3,合格,沟通待加强
E-1246,03-03-2026,3.5,需改进,表现稳定
E-1173,2024-12-07,4,合格,表现稳定
E-2493,08/18/2025,2.5,优秀,业绩突出
E-2984,02/24/2025,3,优秀,表现稳定
E-2054,2024-01-16,2.5,需改进,表现稳定
E-3577,2025-03-05,4,优秀,业绩突出
E-2182,27-02-2025,4.5,优秀,沟通待加强
E-3369,01-08-2024,4.5,优秀,晋升候选
E-1892,2024-04-21,2.5,优秀,业绩突出
E-1641,15-11-2025,A,合格,沟通待加强
E-1516,2024-09-02,3,优秀,业绩突出
E-2867,2024-02-05,C,优秀,表现稳定
E-2210,11/16/2024,4,优秀,表现稳定
E-2154,2025-02-25,4.5,良好,晋升候选
E-2734,15-01-2024,C,合格,表现稳定
E-2063,2026-10-07,3.5,需改进,业绩突出
E-1176,11/04/2024,B,合格,表现稳定
E-2047,02/18/2024,A,良好,表现稳定
E-1949,12/06/2026,B,优秀,沟通待加强
E-1983,04-10-2024,3,合格,表现稳定
E-1329,2026-05-18,3,良好,沟通待加强
E-3437,2026-10-16,C,合格,表现稳定
E-2353,2026-03-04,A,优秀,沟通待加强
E-1085,12/02/2025,B,良好,表现稳定
E-2925,08-12-2025,4.5,良好,需培训
E-2177,2025-08-08,A,优秀,表现稳定
E-1199,2024-05-06,3.5,合格,晋升候选
E-2071,2025-10-27,C,优秀,表现稳定
E-1509,15-11-2025,4.5,良好,需培训
E-1345,23-04-2026,4,优秀,晋升候选
E-2585,2025-10-17,B,合格,表现稳定
E-1761,26-10-2026,3,合格,需培训
E-3330,04/14/2024,A,优秀,表现稳定
E-1538,2026-05-09,2.5,合格,表现稳定
E-3171,2024-05-14,B,需改进,需培训
E-2069,11/17/2024,C,需改进,沟通待加强
E-2468,2026-04-10,3,优秀,表现稳定
E-1003,2026-10-04,A,合格,沟通待加强
E-2720,2025-01-09,2.5,良好,表现稳定
E-2460,2024-03-20,3.5,优秀,表现稳定
E-2313,2026-10-12,B,合格,业绩突出
E-3536,2026-06-02,A,优秀,晋升候选
E-2169,10/23/2026,3.5,需改进,表现稳定
E-1751,2025-04-17,A,优秀,晋升候选
E-2426,2025-04-23,A,合格,表现稳定
E-1455,2024-02-15,3,良好,业绩突出
E-2409,17-08-2026,3,优秀,表现稳定
E-3519,2024-04-19,2.5,需改进,需培训
E-2039,18-10-2026,3.5,优秀,沟通待加强
E-1225,2024-05-13,4,良好,表现稳定
E-1308,2025-05-26,A,需改进,晋升候选
E-2867,04/04/2026,B,优秀,表现稳定
E-1302,2024-10-25,C,需改进,表现稳定
E-2701,04/23/2025,3,合格,表现稳定
E-1451,2025-03-16,B,良好,表现稳定
E-2136,2024-06-28,C,良好,业绩突出
E-3076,2024-04-24,A,优秀,表现稳定
E-1580,06/09/2026,3.5,良好,表现稳定
E-2911,2024-09-12,B,合格,表现稳定
E-1390,11/27/2026,2.5,良好,业绩突出
E-2200,2026-06-12,C,优秀,晋升候选
E-1775,2025-10-18,4,良好,表现稳定
E-2539,09/01/2025,C,良好,表现稳定
E-2421,27-08-2025,3,需改进,表现稳定
E-3274,12/13/2024,2.5,需改进,表现稳定
E-1501,2024-11-23,4,合格,表现稳定
E-1081,20-09-2026,A,合格,晋升候选
E-2013,2026-10-11,C,需改进,沟通待加强
E-1430,2024-08-05,3,合格,表现稳定
E-1252,06-07-2026,C,优秀,表现稳定
E-1984,2026-05-16,4.5,优秀,沟通待加强
E-3283,2024-08-06,C,需改进,表现稳定
E-3170,2024-01-13,3.5,合格,沟通待加强
E-2036,03/15/2026,3,优秀,业绩突出
E-1363,28-10-2026,3.5,优秀,表现稳定
E-1833,2026-12-08,A,良好,沟通待加强
E-2031,2025-07-15,3.5,良好,表现稳定
E-1259,15-09-2026,2.5,良好,沟通待加强
E-1788,01/17/2026,4,合格,晋升候选
E-2204,2024-01-09,2.5,需改进,沟通待加强
E-1326,2025-01-25,C,需改进,晋升候选
E-2880,2025-03-08,4,合格,沟通待加强
E-1619,2025-07-13,3,合格,表现稳定
E-1065,2025-07-24,3.5,良好,表现稳定
E-2876,2024-03-10,C,良好,表现稳定
E-2008,07/18/2024,4,良好,表现稳定
E-2818,2025-06-27,4,优秀,沟通待加强
E-2014,07/09/2024,4.5,需改进,表现稳定
E-2276,05/27/2024,4.5,合格,表现稳定
E-1138,2024-02-12,2.5,合格,沟通待加强
E-2640,2024-04-09,2.5,良好,晋升候选
E-2379,2025-03-05,A,需改进,表现稳定
E-3523,2026-05-21,A,良好,需培训
E-2964,2026-10-12,A,良好,沟通待加强
E-1790,2024-01-20,2.5,良好,沟通待加强
E-2727,09/09/2024,3.5,优秀,晋升候选
E-3035,2025-06-18,A,良好,表现稳定
E-1356,2024-04-08,C,优秀,沟通待加强
E-2532,06/23/2024,C,需改进,表现稳定
E-2253,11/13/2025,3.5,需改进,表现稳定
E-1574,2026-12-05,3.5,良好,表现稳定
E-1943,03/04/2026,3,优秀,业绩突出
E-1809,28-03-2026,B,需改进,需培训
E-2256,02/17/2024,A,合格,表现稳定
E-3157,10-07-2026,4,优秀,表现稳定
E-2786,09/08/2025,C,良好,沟通待加强
E-1645,01/05/2025,3.5,良好,表现稳定
E-2954,03/16/2024,3,良好,表现稳定
E-1309,10/02/2025,4,需改进,表现稳定
E-1651,25-07-2026,4.5,良好,表现稳定
E-1419,2026-11-05,B,良好,需培训
E-3067,04-10-2024,3.5,需改进,业绩突出
E-1605,02-09-2024,3,需改进,需培训
E-2413,2025-04-07,3,优秀,晋升候选
E-1380,01/23/2025,3,优秀,晋升候选
E-3372,2025-11-27,4,良好,表现稳定
E-2980,09/19/2026,B,合格,沟通待加强
E-2056,2025-06-21,2.5,良好,表现稳定
E-1230,2024-10-03,B,优秀,晋升候选
E-3266,2024-08-16,3.5,合格,表现稳定
E-1209,07/22/2025,4,合格,表现稳定
E-2126,2024-04-03,B,优秀,表现稳定
E-2197,25-09-2025,3.5,合格,表现稳定
E-2000,2026-09-24,4,需改进,表现稳定
E-1532,2025-07-07,B,良好,业绩突出
E-1205,14-11-2025,A,优秀,表现稳定
E-1552,2026-02-24,B,良好,沟通待加强
E-2757,2024-05-14,A,良好,沟通待加强
E-2655,2026-02-18,2.5,需改进,表现稳定
E-1169,2024-03-23,3.5,需改进,表现稳定
E-2883,2025-12-04,4.5,优秀,表现稳定
E-2356,23-01-2024,C,合格,表现稳定
E-2406,2024-11-16,3,需改进,业绩突出
E-3302,27-12-2025,A,合格,沟通待加强
E-3172,2024-05-18,4,良好,业绩突出
E-3323,12/03/2026,2.5,优秀,需培训
E-3035,07/10/2025,3,优秀,沟通待加强
E-1378,21-06-2025,2.5,良好,需培训
E-3202,02/24/2025,B,优秀,表现稳定
E-3588,2025-07-25,2.5,合格,晋升候选
E-1609,08-09-2025,4.5,合格,表现稳定
E-3526,2025-05-17,2.5,需改进,沟通待加强
E-2143,02/12/2024,C,需改进,表现稳定
E-2835,2025-05-10,3.5,需改进,沟通待加强
E-1732,2026-03-20,C,合格,需培训
E-2197,09/09/2025,4,优秀,表现稳定
E-3456,2025-02-24,C,良好,业绩突出
E-1372,2025-12-23,2.5,优秀,表现稳定
E-1437,06/04/2026,B,需改进,表现稳定
E-1731,2024-02-12,4.5,需改进,晋升候选
E-1884,2026-04-06,3.5,合格,表现稳定
E-3045,2026-02-25,3,良好,晋升候选
E-1714,2025-11-02,3.5,良好,表现稳定
E-2154,03/16/2025,4.5,需改进,表现稳定
E-1944,2026-06-16,A,需改进,晋升候选
E-2903,2024-12-28,4,需改进,表现稳定
E-3347,06/09/2025,A,良好,沟通待加强
E-1736,27-09-2025,A,合格,晋升候选
E-2008,2026-05-03,4.5,合格,表现稳定
E-1435,22-01-2026,C,需改进,需培训
E-2374,2025-01-20,3.5,良好,沟通待加强
E-2834,2024-05-05,2.5,优秀,表现稳定
E-3215,05-04-2026,2.5,优秀,表现稳定
E-2447,2026-04-20,4,需改进,表现稳定
E-3527,21-04-2026,4.5,合格,需培训
E-1276,01-12-2024,C,优秀,表现稳定
E-2496,11-08-2025,B,优秀,晋升候选
E-1201,2025-08-09,A,需改进,表现稳定
E-1494,11/20/2026,2.5,需改进,表现稳定
E-2062,08-06-2025,3,良好,表现稳定
E-3046,17-04-2025,C,优秀,表现稳定
E-2548,2026-10-05,C,良好,沟通待加强
E-1364,2024-07-21,3.5,优秀,表现稳定
E-2666,2024-09-02,3,优秀,晋升候选
E-1311,2025-11-26,3,合格,沟通待加强
E-2049,2024-08-18,3.5,需改进,表现稳定
E-1883,27-02-2026,2.5,合格,晋升候选
E-3019,2025-07-08,B,良好,表现稳定
E-1867,07/02/2026,C,需改进,表现稳定
E-3042,04-06-2024,C,需改进,表现稳定
E-1687,11-09-2025,2.5,需改进,沟通待加强
E-2328,02/10/2026,3,合格,表现稳定
E-1293,03/23/2026,C,良好,表现稳定
E-1150,10/09/2025,C,良好,表现稳定
E-3124,2025-04-10,4,优秀,表现稳定
E-1530,07/27/2024,2.5,优秀,表现稳定
E-2409,02/24/2025,4.5,优秀,晋升候选
E-2372,06/12/2025,C,优秀,表现稳定
E-1063,2024-08-21,4,良好,表现稳定
E-2328,2024-11-05,4.5,合格,需培训
E-1738,2025-07-18,4.5,优秀,业绩突出
E-1742,18-06-2026,B,需改进,表现稳定
E-2783,2025-12-04,2.5,优秀,晋升候选
E-1042,10/26/2024,3,需改进,表现稳定
E-2110,18-05-2026,4,合格,表现稳定
E-3014,2024-05-22,3,需改进,表现稳定
E-2555,2024-01-19,B,需改进,表现稳定
E-3090,2025-08-21,4.5,需改进,晋升候选
E-2222,2026-06-02,C,合格,业绩突出
E-2060,2026-05-12,A,优秀,晋升候选
E-2946,2025-12-16,3.5,优秀,业绩突出
E-2289,04/14/2026,3.5,合格,表现稳定
E-1009,2025-08-05,B,需改进,表现稳定
E-3067,2024-09-10,3,合格,表现稳定
E-1139,2024-02-27,4.5,良好,业绩突出
E-3505,12/20/2026,C,合格,晋升候选
E-1136,11/28/2026,3,良好,晋升候选
E-1013,2025-09-10,4,优秀,业绩突出
E-2778,2024-10-24,3,需改进,表现稳定
E-1027,19-11-2024,A,需改进,沟通待加强
E-1462,16-04-2024,3,优秀,表现稳定
E-1038,08/24/2026,2.5,优秀,表现稳定
E-1223,2026-08-24,3.5,良好,沟通待加强
E-1612,2026-05-01,B,优秀,晋升候选
E-2208,14-04-2024,4,合格,业绩突出
E-3451,05-06-2026,C,良好,业绩突出
E-1343,2026-06-20,C,优秀,表现稳定
E-2340,2026-11-07,C,合格,表现稳定
E-3525,02/20/2026,4,良好,表现稳定
E-1404,2026-07-22,4.5,合格,沟通待加强
E-1857,09/28/2026,C,合格,表现稳定
E-3244,13-09-2024,3,良好,业绩突出
E-3061,18-12-2026,4,优秀,晋升候选
E-1610,2025-03-12,C,需改进,表现稳定
E-1035,2026-05-25,A,优秀,业绩突出
E-1131,2025-02-21,A,需改进,表现稳定
E-1542,2025-07-17,2.5,需改进,业绩突出
E-3294,2026-01-16,4.5,需改进,表现稳定
E-1737,07/05/2026,4.5,优秀,晋升候选
E-1557,2025-04-23,A,需改进,表现稳定
E-2559,2024-12-15,4.5,合格,晋升候选
E-2483,10/16/2025,3,良好,表现稳定
E-2386,2024-12-26,4,合格,沟通待加强
E-1705,05/04/2025,3.5,优秀,表现稳定
E-3114,2025-09-11,3,良好,表现稳定
E-1688,12-08-2026,3.5,良好,表现稳定
E-3116,06/15/2024,2.5,良好,表现稳定
E-3211,2026-12-12,4.5,良好,业绩突出
E-3242,2026-05-14,B,良好,需培训
E-1077,01/09/2026,3,需改进,表现稳定
